event_time,entity_id,metric,value,payload
2024-01-01 00:00:00,340200|非小微,merchant_total_count,8282,"{\"month\":\"202401\",\"is_micro\":\"非小微\",\"region_code\":\"340200\",\"province\":\"安徽省\",\"city\":\"芜湖市\",\"metric_cn\":\"1.【全量商户数】\",\"unit\":\"count\"}"
2024-01-01 00:00:00,340200|非小微,merchant_txn_amount_cent,46024320604,"{\"month\":\"202401\",\"is_micro\":\"非小微\",\"region_code\":\"340200\",\"province\":\"安徽省\",\"city\":\"芜湖市\",\"metric_cn\":\"3【商户当月交易金额】(分)（商户收单交易）\",\"unit\":\"cent\"}"
2024-01-01 00:00:00,340200|非小微,new_account_count,79,"{\"month\":\"202401\",\"is_micro\":\"非小微\",\"region_code\":\"340200\",\"province\":\"安徽省\",\"city\":\"芜湖市\",\"metric_cn\":\"4.【当月新增账户数】\",\"unit\":\"count\"}"
